id,user,uid,version,changeset,timestamp 
249712153,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:14Z
249712154,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:14Z
249712155,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:14Z
249712156,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:14Z
249712157,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:15Z
249712158,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:15Z
249712159,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:15Z
249712160,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:15Z
249712161,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:15Z
249712162,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712163,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712164,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712165,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712166,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712167,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712168,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712169,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712170,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712171,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:16Z
249712172,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712173,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712174,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712175,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712176,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712177,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712178,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712179,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712180,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:17Z
249712181,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712182,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712183,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712184,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712185,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712186,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712187,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712188,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712189,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712190,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:18Z
249712191,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:19Z
249712192,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:19Z
249712193,ingalls,305985,2,20278009,2014-01-30T06:52:20Z
249712194,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:19Z
249712195,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:19Z
249712196,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:19Z
249712197,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:19Z
249712198,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712199,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712200,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712201,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712202,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712203,ediyes,1240849,2,22379922,2014-05-16T21:46:35Z
249712204,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712205,ingalls,305985,2,20278009,2014-01-30T06:48:22Z
249712206,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:20Z
249712207,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:21Z
249712208,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:21Z
249712209,ingalls,305985,2,19798201,2014-01-04T01:07:54Z
249712210,ingalls,305985,2,19798201,2014-01-04T01:07:50Z
249712211,ingalls,305985,2,19798201,2014-01-04T01:07:59Z
249712212,ingalls,305985,2,19798201,2014-01-04T01:07:58Z
249712213,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:21Z
249712214,ingalls,305985,2,19798201,2014-01-04T01:08:03Z
249712215,ingalls,305985,2,19798201,2014-01-04T01:07:49Z
249712216,ingalls,305985,2,19798201,2014-01-04T01:08:05Z
249712217,ingalls,305985,2,19798201,2014-01-04T01:07:51Z
249712218,ingalls,305985,2,19798201,2014-01-04T01:07:46Z
249712219,ingalls,305985,2,19798201,2014-01-04T01:07:55Z
249712220,ingalls,305985,2,19798201,2014-01-04T01:07:55Z
249712221,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:22Z
249712222,ingalls,305985,2,19798201,2014-01-04T01:08:00Z
249712223,ingalls,305985,2,19798201,2014-01-04T01:07:44Z
249712224,ingalls,305985,2,20456020,2014-02-08T22:27:59Z
249712225,ingalls,305985,2,19798201,2014-01-04T01:07:56Z
249712226,ingalls,305985,2,19798201,2014-01-04T01:07:52Z
249712227,ingalls,305985,2,19798201,2014-01-04T01:08:02Z
249712228,ingalls,305985,2,19798201,2014-01-04T01:08:01Z
249712229,ingalls,305985,2,19798201,2014-01-04T01:07:45Z
249712230,ingalls,305985,2,19798201,2014-01-04T01:08:05Z
249712231,ingalls,305985,2,19798201,2014-01-04T01:07:51Z
249712232,ingalls,305985,2,19798201,2014-01-04T01:08:07Z
249712233,ingalls,305985,2,19798201,2014-01-04T01:07:53Z
249712234,ingalls,305985,2,19798201,2014-01-04T01:07:48Z
249712235,ingalls,305985,2,19798201,2014-01-04T01:07:57Z
249712236,ingalls,305985,2,19798201,2014-01-04T01:07:57Z
249712237,ingalls,305985,2,19798201,2014-01-04T01:08:06Z
249712238,ingalls,305985,2,19798201,2014-01-04T01:08:02Z
249712239,ingalls,305985,2,19798201,2014-01-04T01:07:47Z
249712240,ingalls,305985,2,19798201,2014-01-04T01:07:54Z
249712241,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:23Z
249712242,ingalls,305985,2,19798201,2014-01-04T01:07:59Z
249712243,ingalls,305985,2,19798201,2014-01-04T01:08:09Z
249712244,ingalls,305985,2,19798201,2014-01-04T01:08:08Z
249712245,ingalls,305985,3,20456020,2014-02-08T22:27:57Z
249712246,ingalls,305985,2,19798201,2014-01-04T01:07:49Z
249712247,ingalls,305985,2,19798201,2014-01-04T01:07:58Z
249712248,ingalls,305985,2,19798201,2014-01-04T01:07:51Z
249712249,ingalls,305985,2,19798201,2014-01-04T01:08:00Z
249712250,ingalls,305985,2,19798201,2014-01-04T01:07:55Z
249712251,ingalls,305985,2,19798201,2014-01-04T01:08:05Z
249712252,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:24Z
249712253,ingalls,305985,2,19798201,2014-01-04T01:08:16Z
249712254,ingalls,305985,2,19798201,2014-01-04T01:08:24Z
249712255,ingalls,305985,2,19798201,2014-01-04T01:08:19Z
249712256,ingalls,305985,2,19798201,2014-01-04T01:08:19Z
249712257,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:24Z
249712258,ingalls,305985,2,19798201,2014-01-04T01:08:21Z
249712259,ingalls,305985,2,20456020,2014-02-08T22:30:29Z
249712260,ingalls,305985,2,19798201,2014-01-04T01:08:10Z
249712261,ingalls,305985,2,20456020,2014-02-08T22:30:05Z
249712262,ingalls,305985,2,19798201,2014-01-04T01:08:17Z
249712263,ingalls,305985,2,19798201,2014-01-04T01:08:21Z
249712264,ingalls,305985,2,20456020,2014-02-08T22:27:41Z
249712265,ingalls,305985,2,19798201,2014-01-04T01:08:21Z
249712266,ingalls,305985,2,19798201,2014-01-04T01:08:19Z
249712267,ingalls,305985,2,19798201,2014-01-04T01:08:23Z
249712268,ingalls,305985,2,19798201,2014-01-04T01:08:27Z
249712269,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:25Z
249712270,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:25Z
249712271,ingalls,305985,2,20456020,2014-02-08T22:30:29Z
249712272,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:25Z
249712273,ingalls,305985,2,19798201,2014-01-04T01:08:24Z
249712274,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:26Z
249712276,ingalls,305985,2,19798201,2014-01-04T01:08:25Z
249712277,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:26Z
249712278,ingalls,305985,2,19798201,2014-01-04T01:08:27Z
249712279,ingalls,305985,2,19798201,2014-01-04T01:08:28Z
249712280,ingalls,305985,2,19798201,2014-01-04T01:08:27Z
249712281,ingalls,305985,2,19798201,2014-01-04T01:08:28Z
249712282,Rub21_nycbuildings,1781294,1,19251791,2013-12-03T13:43:27Z
249712484,ediyes,1240849,2,22379922,2014-05-16T21:46:35Z
249712485,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:35Z
249712486,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:35Z
249712487,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:35Z
249712488,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:35Z
249712489,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712490,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712491,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712492,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712493,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712494,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712495,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712496,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712497,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:36Z
249712498,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:37Z
249712503,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:37Z
249712506,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:37Z
249712509,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:37Z
249712512,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:37Z
249712515,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:37Z
249712518,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712521,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712522,ingalls,305985,2,20278009,2014-01-30T06:46:09Z
249712523,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712524,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712525,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712526,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712527,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712528,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:38Z
249712529,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712530,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712531,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712532,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712533,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712534,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712535,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712536,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712537,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712538,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712539,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:39Z
249712541,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712543,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712545,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712547,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712550,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712551,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712552,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712553,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712554,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:40Z
249712555,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712556,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712557,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712558,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712559,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712560,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712561,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:41Z
249712562,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:42Z
249712563,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:42Z
249712564,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:42Z
249712565,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:42Z
249712566,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:42Z
249712567,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:42Z
249712568,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712569,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712570,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712571,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712572,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712573,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712574,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712575,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712576,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:43Z
249712577,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712578,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712579,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712580,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712581,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712582,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712583,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712584,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712585,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:44Z
249712586,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712587,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712588,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712589,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712590,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712591,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712592,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712593,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712594,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712595,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712596,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:45Z
249712597,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712598,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712599,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712600,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712601,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712602,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712603,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712604,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:46Z
249712605,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712606,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712607,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712608,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712609,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712610,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712611,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712612,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712613,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:47Z
249712614,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:48Z
249712615,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:48Z
249712616,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:48Z
249712617,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:48Z
249712618,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:48Z
249712619,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:48Z
249712620,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712621,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712622,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712623,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712624,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712625,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712626,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712627,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712628,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:49Z
249712629,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712630,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712631,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712632,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712633,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712634,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712635,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712636,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712637,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712638,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:50Z
249712639,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712640,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712641,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712642,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712643,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712644,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712645,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712646,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712648,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:51Z
249712649,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712650,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712651,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712652,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712653,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712654,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712655,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712656,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:52Z
249712657,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712658,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712659,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712660,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712661,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712662,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712663,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:53Z
249712664,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712665,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712666,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712667,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712668,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712669,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712670,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712671,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712672,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:54Z
249712673,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712674,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712675,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712676,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712677,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712678,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712679,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712681,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712682,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712684,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:55Z
249712685,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712686,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712687,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712688,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712689,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712690,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712691,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712692,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712693,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712694,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:56Z
249712695,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712696,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712697,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712698,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712699,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712700,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712701,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:57Z
249712702,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712704,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712705,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712706,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712707,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712708,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712709,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712710,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712711,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:58Z
249712712,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:59Z
249712713,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:59Z
249712714,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:59Z
249712715,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:59Z
249712716,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:59Z
249712717,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:46:59Z
249712718,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712719,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712720,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712721,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712722,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712723,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712724,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712725,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712726,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712727,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:00Z
249712728,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
249712729,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
249712730,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
249712731,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
249712732,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
249712733,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
249712734,Rub21_nycbuildings,1781294,1,19251830,2013-12-03T13:47:01Z
